Case_ID,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Texture,Pollution_Severity,Pollutant_Concentration_mg in kg,"Pollutant Concentration, Text-type"
CASE_101901,6.82,27.7,49.9,47.9,Silty,Low,42.42,Low
CASE_101902,4.9,24.6,42.9,370.2,Silty,High,19.19,Low
CASE_101903,6.62,34.6,39.5,376.8,Loamy,Low,152.78,High
CASE_101904,5.96,13.5,70.5,3.1,Loamy,Low,167.11,High
CASE_101905,7.01,44.3,54.8,327,Clay,High,42.6,Low
CASE_101906,8.22,41.1,78.9,118.5,Loamy,High,101.69,High
CASE_101907,6.28,26.9,82.4,358.4,Sandy,Medium,48.66,Low
CASE_101908,7.95,16.1,66.6,10,Silty,High,8.45,Low
CASE_101909,4.9,24.8,43,362,Silty,High,197.26,High
CASE_101910,4.82,31.9,45.2,268.8,Loamy,Medium,51.35,Medium
CASE_101911,7.25,17.4,84.3,23.4,Silty,Medium,31.01,Low
CASE_101912,6.23,34.6,33.7,243.9,Clay,Medium,199.72,High
CASE_101913,7.82,31.1,49.2,223.1,Silty,High,66.32,Medium
CASE_101914,6.11,22,50.1,304.4,Silty,Low,37.28,Low
CASE_101915,5.67,24.5,79,218.4,Loamy,Low,188.36,High
CASE_101916,6.09,19.5,95,123.3,Sandy,Medium,15.4,Low
CASE_101917,5.86,29,83,353.3,Silty,Low,136.87,High
CASE_101918,5.84,11.5,64.9,341.9,Clay,Medium,71.22,Medium
CASE_101919,7.01,23.1,30.6,283.7,Silty,High,149.31,High
CASE_101920,4.57,17.6,25.2,228.2,Sandy,Medium,138.74,High
CASE_101921,7.85,29.4,71.7,388.6,Silty,Low,26.56,Low
CASE_101922,5,23.8,83.9,362.5,Silty,Low,180.74,High
CASE_101923,7.33,39.1,29.1,324,Loamy,Low,120.85,High
CASE_101924,6.2,27.8,90.9,219.3,Clay,Low,92.87,Medium
CASE_101925,7.4,38.4,70.9,242.8,Sandy,Low,40.16,Low
CASE_101926,7.79,14.3,83.6,165.6,Clay,Medium,172.88,High
CASE_101927,6.23,38.3,39.8,1.6,Loamy,Medium,174.6,High
CASE_101928,7.52,19.7,53.3,34.8,Silty,Medium,24.54,Low
CASE_101929,5.11,32.7,88.8,271.9,Loamy,Medium,157.39,High
CASE_101930,5.5,41.3,73.6,255.8,Loamy,Medium,26.25,Low
CASE_101931,4.68,37.5,70.9,189.1,Clay,High,85.77,Medium
CASE_101932,5.68,40.5,79.8,206,Silty,Low,70.55,Medium
CASE_101933,7.12,23.5,82.7,380,Silty,Low,46.94,Low
CASE_101934,7.65,22.3,32.5,13.4,Sandy,High,78.62,Medium
CASE_101935,5.46,17.2,92.7,10,Sandy,High,181.19,High
CASE_101936,4.65,42.1,30.5,220.7,Silty,High,67.67,Medium
CASE_101937,4.7,14,25.4,304.2,Loamy,Medium,17.71,Low
CASE_101938,6.17,42.5,88.3,286.3,Clay,Low,71.86,Medium
CASE_101939,6.02,31.5,66.8,192.7,Silty,Medium,67.33,Medium
CASE_101940,7.78,25.2,74.5,107.8,Loamy,Low,197.31,High
CASE_101941,6.11,10.6,81.1,143.7,Clay,Medium,73.72,Medium
CASE_101942,5.2,41.1,65.7,380.1,Loamy,Low,19.42,Low
CASE_101943,5.7,40,94.9,251.9,Sandy,High,77.51,Medium
CASE_101944,5.92,30.1,82.5,275.2,Sandy,Low,157.44,High
CASE_101945,5.08,18.2,87.9,14.8,Loamy,Low,70.66,Medium
CASE_101946,6.97,28.7,36.4,65.7,Clay,Medium,65.37,Medium
CASE_101947,5.58,43.2,54.8,23.5,Loamy,Medium,102.99,High
CASE_101948,7.11,19.8,62.8,308.9,Silty,Medium,69.12,Medium
CASE_101949,5.84,26.2,89.5,360.6,Clay,Low,55.92,Medium
CASE_101950,6.48,13.7,45.9,59.4,Clay,Medium,30.73,Low
CASE_101951,8.49,23.1,64.9,342.5,Silty,High,190.15,High
CASE_101952,6.14,17.2,50.2,30.4,Sandy,Medium,139.47,High
CASE_101953,5.75,14.2,84.8,197.4,Silty,High,54.28,Medium
CASE_101954,6.14,16.7,75.9,50.8,Clay,High,116.04,High
CASE_101955,5.34,20.7,55.6,179.7,Sandy,Medium,143.48,High
CASE_101956,7.08,35,41.9,128.9,Silty,Low,126.57,High
CASE_101957,8.44,38.5,32.3,2.2,Silty,High,64.96,Medium
CASE_101958,4.96,28.7,84.3,294.7,Loamy,High,52.59,Medium
CASE_101959,6.53,38.4,82.9,363.9,Sandy,Low,82.86,Medium
CASE_101960,4.95,29.8,38.7,172.7,Loamy,Low,140.38,High
CASE_101961,4.71,10.4,21.7,3.3,Clay,High,55.11,Medium
CASE_101962,5.38,44.5,43,51,Sandy,High,51.7,Medium
CASE_101963,7.21,20.4,62.1,285.9,Loamy,High,172.3,High
CASE_101964,7.98,40.5,63.4,171.9,Loamy,Medium,134.97,High
CASE_101965,4.52,44.7,33.7,188.1,Silty,Medium,164.55,High
CASE_101966,6.41,14.6,49.6,70.9,Silty,High,48.88,Low
CASE_101967,8.47,44.8,28.6,290.4,Sandy,Low,77.83,Medium
CASE_101968,4.92,43.8,90.6,77.6,Loamy,High,10.89,Low
CASE_101969,6.56,29.9,36.6,302.6,Silty,Medium,51.9,Medium
CASE_101970,7.13,25.3,79.2,327.2,Silty,Low,184.82,High
CASE_101971,8.24,15.8,23.2,181.6,Clay,Low,71.24,Medium
CASE_101972,8.18,28.7,27.5,235.5,Clay,Medium,155.48,High
CASE_101973,5.19,10.4,64.5,354.7,Loamy,High,23.2,Low
CASE_101974,4.75,41.6,81.1,125.7,Loamy,High,196.5,High
CASE_101975,8.06,40.8,76.8,225.4,Loamy,Low,61.15,Medium
CASE_101976,5.93,37.7,76.9,364.2,Silty,High,108.73,High
CASE_101977,8.25,37.6,29.8,32.5,Clay,Medium,162.78,High
CASE_101978,7.02,44.5,49.9,132.8,Clay,Low,127.61,High
CASE_101979,8.25,38.1,52,254,Loamy,Low,165.99,High
CASE_101980,5.37,15.9,20,287.3,Sandy,Low,100.67,High
CASE_101981,5.69,29.6,49.8,269.9,Clay,High,52.55,Medium
CASE_101982,6.5,21.8,42.2,26.8,Loamy,Medium,29.17,Low
CASE_101983,4.99,12.3,93.1,272.5,Silty,Low,139.9,High
CASE_101984,7.53,37.3,55.8,172,Sandy,High,141.84,High
CASE_101985,6.91,17.1,89,366,Loamy,High,185.68,High
CASE_101986,8.49,18.6,83.2,329.2,Clay,High,175.44,High
CASE_101987,8.42,20.4,85.3,1.7,Loamy,High,24.2,Low
CASE_101988,5.45,34.1,62.4,31,Silty,Low,95.84,Medium
CASE_101989,5.24,37.7,51.2,37.4,Sandy,Medium,80.67,Medium
CASE_101990,5.02,18.4,84.5,369.8,Clay,Low,22.71,Low
CASE_101991,5.59,29.2,74.1,397.3,Sandy,Low,70.15,Medium
CASE_101992,7.28,39.1,83.5,271.4,Silty,Low,14.61,Low
CASE_101993,8.16,43.9,83.5,123.9,Loamy,Medium,104.65,High
CASE_101994,6.31,40.7,27.5,103.1,Loamy,High,111.88,High
CASE_101995,5.78,23.6,66.7,63.3,Silty,Medium,23.52,Low
CASE_101996,8.17,26.4,40.6,56.7,Sandy,Medium,92.27,Medium
CASE_101997,4.93,23.7,64.2,110.3,Clay,Low,108.77,High
CASE_101998,8.29,13.5,31.7,384,Sandy,Low,156.07,High
CASE_101999,4.52,40.6,43,375.4,Silty,High,195.64,High
CASE_102000,4.82,18.5,78,211.5,Sandy,Low,132.59,High
CASE_102001,7.98,25.7,93.4,383.9,Silty,Medium,88.61,Medium
CASE_102002,7.89,17.4,66.8,29.1,Loamy,Medium,177.76,High
CASE_102003,4.78,24,63.3,342,Sandy,Low,39.04,Low
CASE_102004,4.74,36.2,62.4,179.2,Loamy,Medium,90.7,Medium
CASE_102005,5.85,36.5,60.8,350.7,Clay,Low,102.97,High
CASE_102006,7.9,29.5,35.5,249.4,Silty,High,51.46,Medium
CASE_102007,6.31,35.4,27.2,158.4,Loamy,Low,169.66,High
CASE_102008,5.14,19.7,44.7,260.1,Clay,Medium,162.65,High
CASE_102009,6.54,38.4,52.8,49.6,Clay,Medium,151.16,High
CASE_102010,7.67,30.3,68.5,372.2,Loamy,Medium,190.7,High
CASE_102011,8.41,40.2,44.2,185.5,Clay,High,69.62,Medium
CASE_102012,8.33,24.2,85.6,75.7,Clay,Medium,34.07,Low
CASE_102013,7.56,30.3,66.9,20.7,Loamy,Medium,9.67,Low
CASE_102014,5.66,32,62.5,244.9,Loamy,High,19.49,Low
CASE_102015,5.48,14.8,83.7,246.6,Loamy,Medium,58.24,Medium
CASE_102016,7.99,36,69.5,162.7,Sandy,Medium,39.56,Low
CASE_102017,7.69,20.6,83.6,303.6,Sandy,Medium,195.99,High
CASE_102018,5.24,13.9,74.2,107,Loamy,Medium,88.18,Medium
CASE_102019,4.81,26.6,80.2,315.6,Silty,Low,199.14,High
CASE_102020,6.32,30.8,93,131,Loamy,High,73.05,Medium
CASE_102021,8.46,33.5,54.8,245.4,Clay,Low,57.52,Medium
CASE_102022,4.95,14,46.1,305.1,Loamy,Low,58.46,Medium
CASE_102023,7.91,31,92.1,268.1,Silty,Low,25,Low
CASE_102024,7.09,11,21.1,51.8,Loamy,Medium,97.39,Medium
CASE_102025,6.45,14.8,70.5,238.5,Loamy,Low,88.76,Medium
CASE_102026,4.81,23.7,31.5,150.7,Silty,High,7.66,Low
CASE_102027,5.42,22,66.1,344.3,Clay,Medium,111.71,High
CASE_102028,5.95,22.8,86,15.7,Loamy,High,112.91,High
CASE_102029,7.22,11.3,65.4,193.9,Sandy,High,134.55,High
CASE_102030,8.06,29.2,51,29.1,Silty,High,59.19,Medium
CASE_102031,6.96,27.9,52.5,237.3,Sandy,Low,142.06,High
CASE_102032,6.86,20.9,53.7,322.3,Sandy,Medium,188.55,High
CASE_102033,7.22,21,79.4,52.2,Silty,Medium,62.1,Medium
CASE_102034,4.55,41.4,63.6,140.7,Clay,High,18.33,Low
CASE_102035,6.54,44.7,93.7,254,Silty,High,125.29,High
CASE_102036,7.23,13.6,44.6,30.1,Loamy,Medium,100.77,High
CASE_102037,6.44,37.5,56.4,134.2,Silty,Low,43.19,Low
CASE_102038,5.59,31.5,93.3,44.5,Silty,Medium,112.31,High
CASE_102039,8.37,37,87.4,133.5,Sandy,Medium,97.25,Medium
CASE_102040,4.71,39.9,89.5,36.2,Clay,Low,25.05,Low
CASE_102041,4.92,17.3,92.8,267.1,Sandy,Medium,11.47,Low
CASE_102042,6.64,37.9,64.7,125.8,Loamy,Medium,156.35,High
CASE_102043,7.79,44.4,50.8,305.4,Loamy,Low,109.03,High
CASE_102044,5.99,11.4,47.2,244.3,Silty,Medium,156.48,High
CASE_102045,4.81,42.6,73,131.9,Sandy,High,185.19,High
CASE_102046,6.91,33.5,49.2,195.1,Clay,Medium,149.46,High
CASE_102047,6.17,20.2,77.4,305.6,Loamy,Medium,46.71,Low
CASE_102048,4.55,25,50.8,395.4,Loamy,Low,20.87,Low
CASE_102049,8.06,27.2,64.9,38.3,Sandy,Low,55,Medium
CASE_102050,6.86,22.1,66.9,364.2,Loamy,Medium,189.12,High
CASE_102051,8.33,16,74,245.8,Silty,High,103.5,High
CASE_102052,5.76,33.9,36.2,167.9,Loamy,Medium,73.49,Medium
CASE_102053,8.38,25.1,92.7,56.1,Clay,Medium,6.62,Low
CASE_102054,7.66,37.4,28.4,364.8,Sandy,High,44.19,Low
CASE_102055,8.44,40.9,91.7,137,Loamy,High,124.53,High
CASE_102056,6.5,37.8,31.3,263.9,Silty,Medium,41.73,Low
CASE_102057,7.15,26.3,80.9,62.4,Sandy,Medium,71.53,Medium
CASE_102058,5.28,33,84.1,101.1,Sandy,Low,17.53,Low
CASE_102059,5.35,38.4,78,58.1,Silty,Low,109.74,High
CASE_102060,5.85,32.2,23.8,243.5,Clay,Low,156.09,High
CASE_102061,5.92,19.9,83.1,20.1,Sandy,Medium,166.96,High
CASE_102062,5.64,41.9,76.3,25.6,Sandy,Low,77.15,Medium
CASE_102063,8.1,21,63.1,200.3,Silty,High,107.82,High
CASE_102064,5.32,36.4,53.9,383.4,Clay,Low,93.94,Medium
CASE_102065,8.26,33.2,85.3,331,Silty,High,138.14,High
CASE_102066,5.13,28.7,37.3,297.5,Clay,Medium,122.02,High
CASE_102067,5.58,45,25.4,17.4,Silty,Low,85.19,Medium
CASE_102068,8.42,32.9,86,85.6,Loamy,Low,194.36,High
CASE_102069,4.9,13.9,63,312.4,Sandy,Low,32.84,Low
CASE_102070,6.24,15.3,54.9,271.6,Silty,Medium,195.69,High
CASE_102071,6.87,19.4,68.4,394.4,Clay,Low,94.46,Medium
CASE_102072,6.75,18.8,91.6,193.3,Sandy,High,177.87,High
CASE_102073,5.48,39.1,66.1,365.3,Loamy,High,40.39,Low
CASE_102074,4.52,27.8,94.9,278,Sandy,High,28.62,Low
CASE_102075,7.63,10.5,81.3,120.2,Loamy,Low,175.99,High
CASE_102076,6.37,24.9,41.7,68.9,Clay,Low,49.13,Low
CASE_102077,7.61,20.4,38.4,87.1,Loamy,Low,198.07,High
CASE_102078,6.92,34.7,71,116.9,Sandy,Medium,112.51,High
CASE_102079,5.9,17.4,48.1,108.8,Clay,High,137.9,High
CASE_102080,7.91,17.7,24.9,295.5,Sandy,High,166.88,High
CASE_102081,4.76,17.9,79.5,321.8,Clay,High,81.72,Medium
CASE_102082,5.04,12.6,94.4,262.2,Loamy,High,70.5,Medium
CASE_102083,7.86,38.2,21.2,74.7,Clay,Low,154.27,High
CASE_102084,8.43,33.3,91.7,80.6,Sandy,High,78.27,Medium
CASE_102085,8.46,15.5,58.7,317.1,Sandy,Medium,67.66,Medium
CASE_102086,8.45,24.9,65.3,21.8,Clay,Medium,96.28,Medium
CASE_102087,6.12,10.6,64.4,5.1,Sandy,Low,131.39,High
CASE_102088,5.26,16.7,69,21.5,Clay,Low,125.14,High
CASE_102089,6.82,33.2,74.1,102.1,Sandy,Low,34.14,Low
CASE_102090,6.2,43.1,36.3,102.7,Sandy,Low,20.34,Low
CASE_102091,7.22,32.5,84.6,194.6,Loamy,Medium,123.09,High
CASE_102092,7.15,31.5,59.8,273.2,Loamy,Medium,61.43,Medium
CASE_102093,6.84,37.3,38.7,271.3,Sandy,Medium,176.86,High
CASE_102094,7.62,35.4,24.5,232.6,Clay,High,80.22,Medium
CASE_102095,7.75,13.8,29.1,237.8,Silty,High,193.63,High
CASE_102096,6.67,23.6,27.6,320.8,Loamy,Medium,11.81,Low
CASE_102097,7.79,17.6,39.8,83.4,Sandy,Low,152.54,High
CASE_102098,7.37,40.9,67.9,155.1,Sandy,Low,189.84,High
CASE_102099,4.63,34.3,52.9,220.9,Silty,High,19.69,Low
CASE_102100,6.4,26.5,49.1,328.3,Sandy,Medium,59.09,Medium
CASE_102101,8.08,40.3,86.8,108,Clay,Medium,122.71,High
CASE_102102,5.61,41.8,68.7,32.7,Clay,Medium,55.91,Medium
CASE_102103,7.02,35.7,84.5,376.3,Loamy,High,35.36,Low
CASE_102104,5.46,22.6,88.6,230,Clay,Medium,65.41,Medium
CASE_102105,4.62,12.2,60.3,287.5,Loamy,High,100.57,High
CASE_102106,7.74,24.4,76,161.6,Clay,Medium,145.77,High
CASE_102107,8.47,22.1,50.8,66.2,Loamy,High,153.98,High
CASE_102108,8.17,23.8,33.5,114,Loamy,Medium,140.21,High
CASE_102109,5.43,35.8,20.6,215.7,Loamy,Low,61.68,Medium
CASE_102110,6.91,33.4,69.1,178.3,Clay,High,56.91,Medium
CASE_102111,7.53,21.2,27.7,28.7,Clay,High,168.01,High
CASE_102112,4.71,21.8,76.5,117.7,Sandy,Medium,118.66,High
CASE_102113,5.48,35.5,76.1,159,Loamy,Low,150.37,High
CASE_102114,8.19,32.4,33,273.1,Sandy,Medium,106.65,High
CASE_102115,7.44,28,81,288.9,Silty,High,120.35,High
CASE_102116,7.84,42.8,30.3,195.3,Loamy,Medium,34.4,Low
CASE_102117,7.39,14.9,85.8,72.4,Sandy,Medium,152.13,High
CASE_102118,5.81,15.5,32.6,264.8,Silty,Low,94.11,Medium
CASE_102119,4.95,12.5,75.8,284.8,Sandy,Low,28.81,Low
CASE_102120,4.84,41.6,88,279.3,Loamy,Medium,114.25,High
CASE_102121,7.81,29.9,43,87.1,Loamy,Medium,163.23,High
CASE_102122,5.19,19.1,55.1,93.2,Loamy,High,127.56,High
CASE_102123,7.49,33.3,63.7,195.2,Silty,Low,185.02,High
CASE_102124,5.49,13.2,76.3,70.2,Clay,Low,179.47,High
CASE_102125,5.05,16.1,24.1,262.7,Loamy,Medium,10.52,Low
CASE_102126,8,17.5,44.4,60.3,Loamy,Medium,77.8,Medium
CASE_102127,6.95,36.7,60.9,251.1,Loamy,Medium,86.87,Medium
CASE_102128,5.94,35.1,65.8,71.4,Sandy,Medium,63.32,Medium
CASE_102129,6.18,16.2,89.3,304.9,Silty,High,96.23,Medium
CASE_102130,8.09,14.8,38.8,217.1,Sandy,Low,137.61,High
CASE_102131,8.44,25.9,46.9,117.1,Silty,High,12.07,Low
CASE_102132,8.32,24.5,91.4,329.5,Loamy,Medium,159.36,High
CASE_102133,6.24,29.6,24.4,278.5,Sandy,Low,136.44,High
CASE_102134,7.8,18.3,44.3,192.5,Loamy,Medium,164.33,High
CASE_102135,6.87,20.4,24.2,1,Clay,Low,61.03,Medium
CASE_102136,8.35,24.9,58.5,58.7,Loamy,Medium,159.49,High
CASE_102137,6.94,42.7,34.7,305.8,Sandy,Medium,33.21,Low
CASE_102138,4.94,22.3,33,149.3,Sandy,Medium,78.22,Medium
CASE_102139,7.13,42.2,50,76.9,Silty,Medium,63.62,Medium
CASE_102140,6.79,25.9,31.2,179.9,Sandy,High,171.53,High
CASE_102141,8.04,12.9,58.7,90,Sandy,Medium,188.92,High
CASE_102142,6.61,21.7,35.6,320.1,Loamy,High,175.99,High
CASE_102143,5.37,21.7,92,208,Sandy,Medium,96.27,Medium
CASE_102144,7.62,21.9,33.4,234,Sandy,High,106.68,High
CASE_102145,8.03,23,25.7,383.3,Loamy,High,143.98,High
CASE_102146,7.17,29.1,35.4,302.1,Clay,Low,126.54,High
CASE_102147,6.45,14,26.3,135.8,Sandy,High,112.83,High
CASE_102148,7.63,33.1,58.8,66.9,Sandy,High,190.96,High
CASE_102149,4.93,27.3,85.5,354.9,Loamy,Low,78.13,Medium
CASE_102150,5.59,11.4,83.6,345.5,Sandy,Medium,177.83,High
CASE_102151,7.75,37.5,86.8,221.1,Sandy,Low,117.01,High
CASE_102152,4.97,39.7,57.5,155,Loamy,Low,199.25,High
CASE_102153,6.53,40.5,36,170.6,Clay,High,15.91,Low
CASE_102154,5.93,25.4,59,252.8,Clay,Low,88.57,Medium
CASE_102155,7.77,28.7,45.4,263.2,Loamy,Medium,93.16,Medium
CASE_102156,4.73,15.9,41.4,113.1,Sandy,High,113.82,High
CASE_102157,7.52,19.3,43.3,211.2,Clay,High,8.58,Low
CASE_102158,4.84,25.6,83.7,246.3,Silty,Medium,177.47,High
CASE_102159,7.33,44.1,87,137,Loamy,Medium,87.05,Medium
CASE_102160,4.61,38.8,35,24.3,Silty,Low,5.68,Low
CASE_102161,7.42,31.9,37.8,201.3,Silty,Medium,88.09,Medium
CASE_102162,5.79,44.4,73.1,25,Loamy,Medium,163.93,High
CASE_102163,7.41,16.4,58.4,37.3,Silty,High,37.84,Low
CASE_102164,8.13,43.1,20.5,185.7,Silty,Medium,72.07,Medium
CASE_102165,6.57,12.6,28.3,153.4,Silty,High,182.2,High
CASE_102166,7.97,22.8,23.2,389.7,Sandy,Low,140.12,High
CASE_102167,5.97,10.4,71.7,392.2,Loamy,High,189.79,High
CASE_102168,5.22,29.8,67.8,295.8,Clay,Low,36.38,Low
CASE_102169,7.05,39.6,60.5,165.7,Silty,Medium,192.01,High
CASE_102170,7.97,43.4,70.7,219.6,Loamy,High,118.51,High
CASE_102171,5.3,16.5,39.1,122,Clay,Medium,12.8,Low
CASE_102172,4.9,11.5,70.5,214.9,Sandy,Low,87,Medium
CASE_102173,7.81,25,68.1,381.4,Loamy,Medium,128.72,High
CASE_102174,7.08,16.2,62,392.5,Sandy,High,88.07,Medium
CASE_102175,6.13,45,63.4,16.9,Loamy,Medium,185.89,High
CASE_102176,4.63,38.7,40.7,318.6,Sandy,Medium,58.54,Medium
CASE_102177,8.4,22.7,65.1,244,Silty,Medium,42.89,Low
CASE_102178,7.2,24.1,84.7,72.4,Sandy,Medium,183.37,High
CASE_102179,7,38.6,69,335.7,Clay,High,190.36,High
CASE_102180,5.18,26.9,72.6,90.9,Sandy,Medium,58.22,Medium
CASE_102181,8.38,34.3,50.1,77,Clay,Medium,71.87,Medium
CASE_102182,4.93,41.7,94.8,65.6,Loamy,Medium,38.12,Low
CASE_102183,6.35,17.2,42.6,80.3,Silty,Medium,69.3,Medium
CASE_102184,7.04,23.6,88.2,387.8,Sandy,High,143.95,High
CASE_102185,6.6,13.2,52.7,232.7,Loamy,Low,48.49,Low
CASE_102186,6.67,43.6,35.5,261.9,Silty,High,69.53,Medium
CASE_102187,6.71,13.7,21.7,68.6,Loamy,Medium,17.95,Low
CASE_102188,5.31,33.4,33.7,245.4,Silty,Medium,142.15,High
CASE_102189,8.48,42.8,20.3,354.2,Clay,Medium,132.49,High
CASE_102190,5.63,23.4,26.9,44.9,Loamy,Medium,190.84,High
CASE_102191,6.94,35.1,77.1,105.1,Loamy,Low,189.14,High
CASE_102192,5.9,18.5,24.7,71.8,Clay,Medium,5.37,Low
CASE_102193,5.06,28.8,64.5,217.4,Silty,Low,183.4,High
CASE_102194,4.71,23.8,34.1,224.7,Silty,Low,67.17,Medium
CASE_102195,6.24,23.6,83.1,87.7,Clay,High,108.76,High
CASE_102196,6.18,20.4,55.3,37.3,Clay,Medium,152.71,High
CASE_102197,5.25,27.6,83.7,94.3,Silty,High,26.76,Low
CASE_102198,8.34,39.3,47.3,29.1,Loamy,High,191.21,High
CASE_102199,7.9,44.9,58.1,138.1,Silty,High,113.94,High
CASE_102200,6.54,29.4,81.9,201.8,Sandy,Low,5.94,Low
CASE_102201,7.86,15.2,84.2,270.1,Loamy,Low,127.48,High
CASE_102202,8.21,11.1,54.7,125.4,Loamy,High,42,Low
CASE_102203,5.94,24.9,93.6,313.6,Clay,Low,168.73,High
CASE_102204,5.44,24.4,73.7,43.8,Clay,High,90.56,Medium
CASE_102205,6.23,39,21.8,270.1,Loamy,Medium,14.09,Low
CASE_102206,7.27,44.1,92.2,94,Clay,High,51.2,Medium
CASE_102207,7.31,35.4,70.6,134.4,Sandy,Low,33.92,Low
CASE_102208,6.43,35.5,53.1,135.5,Sandy,Low,118.25,High
CASE_102209,5.56,13.3,46,14.6,Sandy,High,46.24,Low
CASE_102210,5.8,33.4,73.8,232.5,Sandy,High,150.62,High
CASE_102211,7.45,43.6,84.7,67.2,Silty,High,9.18,Low
CASE_102212,6.91,34.9,43.8,215.8,Silty,High,38.63,Low
CASE_102213,7.92,37,24.8,248.5,Silty,Medium,87.16,Medium
CASE_102214,8.33,40.8,50.3,116.6,Clay,Medium,113.72,High
CASE_102215,4.96,29.2,20.1,129.5,Clay,High,108.84,High
CASE_102216,7.41,22.2,27,206.7,Sandy,High,194.39,High
CASE_102217,7.84,31.6,67.5,216.4,Clay,Medium,109.6,High
CASE_102218,6.55,20.7,54.5,74.6,Silty,Low,186.72,High
CASE_102219,4.91,16.9,56,355,Silty,Low,102.52,High
CASE_102220,5.86,30,53.6,263.7,Sandy,Low,137.9,High
CASE_102221,5.68,21.4,92.1,73.1,Clay,Medium,101.19,High
CASE_102222,7.95,24.6,75.8,342.5,Silty,Low,104.43,High
CASE_102223,5.93,39.1,23.3,123.4,Silty,Medium,81.59,Medium
CASE_102224,6.25,28.9,34.8,172.3,Sandy,Medium,115.26,High
CASE_102225,5.54,40.4,68.3,8.1,Sandy,Medium,180.73,High
CASE_102226,8.49,40.5,42.3,103,Loamy,High,11.93,Low
CASE_102227,5.99,21.1,66.6,65.7,Silty,Medium,74.45,Medium
CASE_102228,6.41,39.8,38.5,7,Loamy,Low,163.42,High
CASE_102229,6.77,41.5,92.7,253.8,Clay,High,94.29,Medium
CASE_102230,5.14,35.7,52.4,178.4,Silty,Low,21.34,Low
CASE_102231,5.24,31.9,33,25.5,Silty,High,123.43,High
CASE_102232,8.06,11.9,33.2,219.5,Loamy,High,50.07,Medium
CASE_102233,4.53,44.6,69.4,146.2,Loamy,High,13.94,Low
CASE_102234,5.88,32.7,86.2,73.7,Silty,High,56.98,Medium
CASE_102235,5.36,11.3,30.6,366.9,Silty,Medium,28.7,Low
CASE_102236,8.34,40.8,76.6,373.4,Sandy,Medium,20.14,Low
CASE_102237,7.26,40.4,79.8,138.6,Sandy,Low,168.09,High
CASE_102238,5.81,13.8,90.1,116.4,Silty,Medium,56.18,Medium
CASE_102239,8.34,21.7,78.4,342.2,Loamy,Medium,81.31,Medium
CASE_102240,7.49,42,76.6,90.9,Loamy,Medium,78.74,Medium
CASE_102241,6.8,39.1,34.1,313.8,Sandy,High,80.58,Medium
CASE_102242,5.19,24.7,82.5,7.7,Sandy,High,179.2,High
CASE_102243,5.62,44.1,33.7,144.4,Silty,High,198.16,High
CASE_102244,6.82,28.5,83.3,94,Sandy,High,133.27,High
CASE_102245,6.88,18.8,45,188.5,Loamy,High,35.31,Low
CASE_102246,7.24,25,84.9,277.9,Clay,Medium,22.93,Low
CASE_102247,4.87,37.3,94.4,212.5,Clay,High,125.26,High
CASE_102248,6.25,40,32.6,106.2,Loamy,Low,51.28,Medium
CASE_102249,6,42.5,27.1,148.3,Clay,High,143.89,High
CASE_102250,7.13,15.7,24.2,48.4,Loamy,Low,49.07,Low
CASE_102251,7.69,21.6,64.4,198,Sandy,High,112.59,High
CASE_102252,7.42,11.6,61.2,186.8,Loamy,High,150.78,High
CASE_102253,5.58,24.4,38.3,51.7,Loamy,High,55.18,Medium
CASE_102254,7.95,39.1,41.2,219.1,Sandy,Low,113.86,High
CASE_102255,6.12,23.8,42.7,184.3,Silty,High,183.47,High
CASE_102256,7.7,39.2,42.8,187.6,Loamy,Medium,78.1,Medium
CASE_102257,8.06,17.7,70.9,233,Silty,High,15.27,Low
CASE_102258,4.91,22.1,60.4,324.5,Loamy,High,172.58,High
CASE_102259,6.1,16.6,76.9,36.4,Loamy,Medium,161.57,High
CASE_102260,5.93,31,61.7,161.9,Silty,Medium,17.46,Low
CASE_102261,6.32,43.4,83.8,58.1,Sandy,Medium,49.22,Low
CASE_102262,6.61,28.8,78.6,125.9,Clay,Medium,187.04,High
CASE_102263,7.19,15.4,30,81.7,Silty,High,193.89,High
CASE_102264,4.59,43,32.7,3.8,Loamy,Low,62.6,Medium
CASE_102265,6.19,42.2,85.9,182.8,Silty,Low,50.83,Medium
CASE_102266,5.47,11.8,90.4,74.7,Loamy,Low,113.23,High
CASE_102267,6.47,10.6,31.1,151.3,Silty,Medium,97.13,Medium
CASE_102268,6.19,29.5,86.6,130.4,Sandy,Low,49.54,Low
CASE_102269,7.49,13.8,51.9,7.1,Silty,Medium,100.41,High
CASE_102270,5.69,39.6,65.2,181.6,Sandy,Medium,99.18,Medium
CASE_102271,4.66,41.2,94.9,72.6,Clay,High,101.96,High
CASE_102272,7.14,33.2,83.6,300.7,Loamy,Medium,33,Low
CASE_102273,7.25,27.9,55.7,258,Sandy,Medium,124.51,High
CASE_102274,6.95,35.2,68.2,207.9,Loamy,Medium,130.57,High
CASE_102275,5.47,10,62,236.3,Clay,Medium,92.65,Medium
CASE_102276,6.08,17.1,25.3,309.1,Loamy,Low,75.49,Medium
CASE_102277,7.25,26.5,85.7,177.5,Clay,Medium,123.74,High
CASE_102278,7.95,15.7,21.9,36,Loamy,Low,179.72,High
